All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID
04/01/2014,"Energy Recovery, Inc. (NasdaqGS:ERII)",NasdaqGS:ERII,Investor Activism,Successful,-,Ludvig Lorentzen AS,-,IQTR263466445
03/31/2014,"TexCom, Inc. (OTCPK:TEXC)",OTCPK:TEXC,Investor Activism,Successful,-,"Weekley Energy Holdings, LLC",-,IQTR261255150
03/26/2014,Anworth Mortgage Asset Corporation (NYSE:ANH),NYSE:ANH,Investor Activism,Unsuccessful,-,"Western Investment, LLC",-,IQTR260995577
03/25/2014,"Cbeyond, Inc.",-,Investor Activism,Successful,-,"AVI Partners, LLC; AVI Capital Partners, LP",-,IQTR260940118
03/25/2014,"Elah Holdings, Inc. (OTCPK:ELLH)",OTCPK:ELLH,Investor Activism,Withdrawn,-,-,-,IQTR261528145
03/21/2014,The Coca-Cola Company (NYSE:KO),NYSE:KO,Investor Activism,Unsuccessful,-,"Wintergreen Advisers, LLC",-,IQTR261763782
03/20/2014,Inseego Corp. (NasdaqGS:INSG),NasdaqGS:INSG,Investor Activism,Settled,-,-,-,IQTR260669140
03/20/2014,ANN INC.,-,Investor Activism,Withdrawn,-,Golden Gate Capital,-,IQTR262489179
03/19/2014,Precision Therapeutics Inc. (NasdaqCM:AIPT),NasdaqCM:AIPT,Investor Activism,Settled,-,SOK Partners LLC,-,IQTR260612732
03/18/2014,Verizon Communications Inc. (NYSE:VZ),NYSE:VZ,Investor Activism,Unsuccessful,-,Association Of Belltel Retirees,-,IQTR260533489
03/18/2014,Corinthian Colleges Inc.,-,Investor Activism,Withdrawn,-,"Shah Capital Management, Inc",-,IQTR262499194
03/18/2014,Penn Virginia Corporation (NasdaqGS:PVAC),NasdaqGS:PVAC,Investor Activism,Withdrawn,-,Soros Fund Management LLC,-,IQTR262527614
03/17/2014,Trans World Corporation,-,Investor Activism,Withdrawn,-,-,-,IQTR260479891
03/17/2014,Emerson Radio Corp. (AMEX:MSN),AMEX:MSN,Investor Activism,Announced,-,-,-,IQTR260543472
03/17/2014,TEGNA Inc. (NYSE:TGNA),NYSE:TGNA,Investor Activism,Successful,-,"International Brotherhood Of Teamsters, Endowment Arm",-,IQTR267823475
03/14/2014,Virginia National Bankshares Corporation (OTCPK:VABK),OTCPK:VABK,Investor Activism,Withdrawn,-,"Swift Run Capital Management, LLC",-,IQTR260421516
03/13/2014,Herbalife Nutrition Ltd. (NYSE:HLF),NYSE:HLF,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR260408790
03/12/2014,LCA-Vision Inc.,-,Investor Activism,Unsuccessful,-,-,-,IQTR260281974
03/11/2014,"BIOLASE, Inc. (NasdaqCM:BIOL)",NasdaqCM:BIOL,Investor Activism,Successful,-,"Oracle Investment Management, Inc.",-,IQTR260208094
03/11/2014,Cosi Inc.,-,Investor Activism,Withdrawn,-,Attiva Capital Partners Ltd.,-,IQTR260213190
03/10/2014,"Aaron's, Inc. (NYSE:AAN)",NYSE:AAN,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR260527634
03/10/2014,Boyd Gaming Corporation (NYSE:BYD),NYSE:BYD,Investor Activism,Withdrawn,-,Elliott Management Corporation,-,IQTR274058295
03/07/2014,BioSpecifics Technologies Corp. (NasdaqGM:BSTC),NasdaqGM:BSTC,Investor Activism,Withdrawn,-,Stonepine Capital Management LLC,-,IQTR260270497
03/06/2014,"BJ's Restaurants, Inc. (NasdaqGS:BJRI)",NasdaqGS:BJRI,Investor Activism,Settled,-,"Luxor Capital Group, LP; PW Partners Capital Management LLC",-,IQTR259979663
03/06/2014,"ALCO Stores, Inc.",-,Investor Activism,Successful,-,Global Value Investment Corp,-,IQTR260002331
03/06/2014,"PRGX Global, Inc. (NasdaqGS:PRGX)",NasdaqGS:PRGX,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR260003092
03/06/2014,"BJ's Restaurants, Inc. (NasdaqGS:BJRI)",NasdaqGS:BJRI,Investor Activism,Withdrawn,-,"Clinton Group, Inc",-,IQTR260529133
03/06/2014,Leaf Clean Energy Company (AIM:LEAF),AIM:LEAF,Investor Activism,Successful,-,Crystal Amber Advisers (UK) LLP,-,IQTR275077897
03/05/2014,InVivo Therapeutics Holdings Corp. (NasdaqCM:NVIV),NasdaqCM:NVIV,Investor Activism,Withdrawn,-,-,-,IQTR263913103
03/04/2014,Chesapeake Lodging Trust (NYSE:CHSP),NYSE:CHSP,Investor Activism,Successful,-,"Unite Here, Endowment Arm",-,IQTR259851166
03/04/2014,"Fairmount Bancorp, Inc.",-,Investor Activism,Withdrawn,-,Stilwell Value LLC,-,IQTR259862826
02/28/2014,Gastar Exploration Inc.,-,Investor Activism,Settled,-,-,-,IQTR259698355
02/28/2014,"Aaron's, Inc. (NYSE:AAN)",NYSE:AAN,Investor Activism,Settled,-,"Vintage Capital Management, LLC",-,IQTR260058214
02/27/2014,URS Corporation,-,Investor Activism,Settled,-,JANA Partners LLC,-,IQTR260200037
02/26/2014,Tel Offshore Trust,-,Investor Activism,Successful,-,"RNR Production Land & Cattle Company, Inc.",-,IQTR257517003
02/26/2014,Materion Corporation (NYSE:MTRN),NYSE:MTRN,Investor Activism,Settled,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR257523958
02/24/2014,"ALCO Stores, Inc.",-,Investor Activism,Successful,-,"Charles Schwab Investment Management, Inc.; V.I. Capital Management, LLC",-,IQTR257388137
02/20/2014,"Vitacost.com, Inc.",-,Investor Activism,Withdrawn,-,"Consac, LLC",-,IQTR257232639
02/20/2014,"Intevac, Inc. (NasdaqGS:IVAC)",NasdaqGS:IVAC,Investor Activism,Settled,-,"Voce Capital Management, LLC",-,IQTR260334814
02/20/2014,Cohiba Minerals Limited (ASX:CHK),ASX:CHK,Investor Activism,Unsuccessful,-,-,-,IQTR278692738
02/19/2014,Sensient Technologies Corporation (NYSE:SXT),NYSE:SXT,Investor Activism,Unsuccessful,-,FrontFour Capital Group LLC,-,IQTR257158276
02/18/2014,GeoPark Limited (NYSE:GPRK),NYSE:GPRK,Investor Activism,Withdrawn,-,"Cartica Management, LLC",-,IQTR257083980
02/17/2014,Discovery Africa Limited (ASX:DAF),ASX:DAF,Investor Activism,Successful,-,-,-,IQTR279143194
02/14/2014,National Interstate Corporation,-,Investor Activism,Settled,-,-,-,IQTR256969740
02/13/2014,Weyburn Inland Terminal Ltd,-,Investor Activism,Unsuccessful,-,-,-,IQTR267429573
02/12/2014,Wausau Paper Corp.,-,Investor Activism,Withdrawn,-,LionEye Capital Management LLC,-,IQTR256836960
02/12/2014,"DST Systems, Inc.",-,Investor Activism,Settled,-,-,-,IQTR256837312
02/12/2014,"Vitacost.com, Inc.",-,Investor Activism,Settled,-,"Osmium Partners, LLC",-,IQTR256849733
02/11/2014,"Spectrum Management Holding Company, LLC",-,Investor Activism,Withdrawn,-,"Charter Communications, Inc. (NasdaqGS:CHTR)",-,IQTR256754984
02/11/2014,ICPW Liquidation Corporation,-,Investor Activism,Successful,-,-,-,IQTR256764111
02/11/2014,"Darden Restaurants, Inc. (NYSE:DRI)",NYSE:DRI,Investor Activism,Successful,-,Starboard Value LP,-,IQTR256765710
02/11/2014,National Holdings Corporation (NasdaqCM:NHLD),NasdaqCM:NHLD,Investor Activism,Settled,-,Iroquois Capital Management L.L.C.,-,IQTR256766617
02/10/2014,Endeavour International Corporation,-,Investor Activism,Withdrawn,-,-,-,IQTR257381275
02/08/2014,"Skechers U.S.A., Inc. (NYSE:SKX)",NYSE:SKX,Investor Activism,Unsuccessful,-,CtW Investment Group,-,IQTR256684964
02/06/2014,CONMED Corporation (NasdaqGS:CNMD),NasdaqGS:CNMD,Investor Activism,Settled,-,"Coppersmith Capital Management, Llc",-,IQTR260272009
02/05/2014,"PetSmart, Inc.",-,Investor Activism,Successful,-,"Longview Asset Management, LLC",-,IQTR256449602
02/05/2014,"MGT Capital Investments, Inc. (OTCPK:MGTI)",OTCPK:MGTI,Investor Activism,Settled,-,Iroquois Capital Management L.L.C.,-,IQTR256491570
02/04/2014,MicroStrategy Incorporated (NasdaqGS:MSTR),NasdaqGS:MSTR,Investor Activism,Withdrawn,-,"Apex Capital, L.L.C.",-,IQTR256367268
02/04/2014,Helen of Troy Limited (NasdaqGS:HELE),NasdaqGS:HELE,Investor Activism,Withdrawn,-,Sachem Head Capital Management,-,IQTR256382407
02/04/2014,"The Williams Companies, Inc. (NYSE:WMB)",NYSE:WMB,Investor Activism,Settled,-,Soroban Capital Partners LP; Corvex Management LP,-,IQTR256433374
02/03/2014,HP Inc. (NYSE:HPQ),NYSE:HPQ,Investor Activism,Unsuccessful,-,"Harrington Investments, Incorporated",-,IQTR256174024
02/03/2014,"Amedisys, Inc. (NasdaqGS:AMED)",NasdaqGS:AMED,Investor Activism,Successful,-,KKR Credit Advisors (US) LLC,-,IQTR256851416
01/30/2014,Anchor Bancorp,-,Investor Activism,Settled,-,-,-,IQTR256677482
01/30/2014,InnVest Real Estate Investment Trust,-,Investor Activism,Settled,-,"Orange Capital, LLC",-,IQTR267345031
01/29/2014,SRC Liquidation Company,-,Investor Activism,Withdrawn,-,"Raging Capital Management, LLC",-,IQTR254860769
01/28/2014,Cleveland-Cliffs Inc. (NYSE:CLF),NYSE:CLF,Investor Activism,Successful,-,Casablanca Capital LP,-,IQTR254782388
01/27/2014,Ampco-Pittsburgh Corporation (NYSE:AP),NYSE:AP,Investor Activism,Successful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR254732056
01/24/2014,GrafTech International Ltd. (NYSE:EAF),NYSE:EAF,Investor Activism,Successful,-,-,-,IQTR254646510
01/24/2014,Signet Jewelers Limited (NYSE:SIG),NYSE:SIG,Investor Activism,Withdrawn,-,Corvex Management LP,-,IQTR256556514
01/23/2014,"The Pantry, Inc.",-,Investor Activism,Successful,-,"JCP Investment Management, LLC",-,IQTR254592642
01/22/2014,eBay Inc. (NasdaqGS:EBAY),NasdaqGS:EBAY,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR254557368
01/22/2014,"Solera National Bancorp, Inc. (OTCPK:SLRK)",OTCPK:SLRK,Investor Activism,Unsuccessful,-,-,-,IQTR254842573
01/21/2014,Stewart Information Services Corporation (NYSE:STC),NYSE:STC,Investor Activism,Settled,-,"Foundation Asset Management, LP",-,IQTR254464356
01/21/2014,"XNRGI, Inc.",-,Investor Activism,Successful,-,Clean Tech Investors LLC,-,IQTR254464686
01/21/2014,"Hudson Global, Inc (NasdaqGS:HSON)",NasdaqGS:HSON,Investor Activism,Successful,-,Lone Star Value Management LLC,-,IQTR254468600
01/21/2014,"Titan International, Inc. (NYSE:TWI)",NYSE:TWI,Investor Activism,Successful,-,MHR Fund Management LLC,-,IQTR254563216
01/21/2014,DowDuPont Inc. (NYSE:DWDP),NYSE:DWDP,Investor Activism,Settled,-,Third Point LLC,-,IQTR254591404
01/21/2014,Winland Holdings Corporation (OTCPK:WELX),OTCPK:WELX,Investor Activism,Withdrawn,-,-,-,IQTR254832349
01/21/2014,Dart Mining NL (ASX:DTM),ASX:DTM,Investor Activism,Withdrawn,-,-,-,IQTR302051193
01/16/2014,Wm Morrison Supermarkets PLC (LSE:MRW),LSE:MRW,Investor Activism,Successful,-,Elliott Management Corporation,-,IQTR274482303
01/15/2014,"HC2 Holdings, Inc. (NYSE:HCHC)",NYSE:HCHC,Investor Activism,Settled,-,"DG Capital Management, LLC",-,IQTR254180695
01/14/2014,Jos. A Bank Clothiers Inc.,-,Investor Activism,Withdrawn,-,"Eminence Capital, LP",-,IQTR254122156
01/13/2014,Affinity Gaming,-,Investor Activism,Settled,-,Z Capital Management LLC,-,IQTR254073524
01/13/2014,"Rentech, Inc.",-,Investor Activism,Settled,-,"Engaged Capital, LLC; Lone Star Value Management LLC",-,IQTR254073888
01/13/2014,"Juniper Networks, Inc. (NYSE:JNPR)",NYSE:JNPR,Investor Activism,Settled,-,-,-,IQTR254074734
01/10/2014,"Global Healthcare REIT, Inc. (OTCPK:GBCS)",OTCPK:GBCS,Investor Activism,Withdrawn,-,"Park City Capital, LLC",-,IQTR253986376
01/10/2014,"World Energy Solutions, Inc.",-,Investor Activism,Settled,-,Ardsley Advisory Partners,-,IQTR253991639
01/09/2014,"USA Technologies, Inc. (NasdaqGM:USAT)",NasdaqGM:USAT,Investor Activism,Withdrawn,-,Shareholder Advocates for Value Enhancement (S.A.V.E.),-,IQTR278892793
01/08/2014,Hanfeng Evergreen Inc. (OTCPK:HFGV.F),OTCPK:HFGV.F,Investor Activism,Successful,-,-,-,IQTR266861848
01/08/2014,Dampier Gold Limited (ASX:DAU),ASX:DAU,Investor Activism,Successful,-,Columbus Minerals Pty. Ltd.,-,IQTR278407934
01/07/2014,"HC2 Holdings, Inc. (NYSE:HCHC)",NYSE:HCHC,Investor Activism,Successful,-,Harbinger Capital Partners LLC,-,IQTR253830219
01/07/2014,BK Technologies Corporation (AMEX:BKTI),AMEX:BKTI,Investor Activism,Settled,-,"Privet Fund Management, LLC",-,IQTR253830767
01/07/2014,Mediterranean Resources Ltd.,-,Investor Activism,Successful,-,Waratah Capital Ltd,-,IQTR267053851
01/07/2014,Monument Mining Limited (TSXV:MMY),TSXV:MMY,Investor Activism,Unsuccessful,-,-,-,IQTR267129632
01/06/2014,Jos. A Bank Clothiers Inc.,-,Investor Activism,Successful,-,"Tailored Brands, Inc. (NYSE:TLRD)",-,IQTR254124305
01/03/2014,"Tandy Leather Factory, Inc. (NasdaqGM:TLF)",NasdaqGM:TLF,Investor Activism,Successful,-,Bandera Partners LLC,-,IQTR257092483
01/02/2014,Teva Pharmaceutical Industries Limited (NYSE:TEVA),NYSE:TEVA,Investor Activism,Successful,-,-,-,IQTR595590229
12/31/2013,"Crumbs Bake Shop, Inc. (OTCPK:CRMB.Q)",OTCPK:CRMB.Q,Investor Activism,Successful,-,-,-,IQTR253566039
12/30/2013,"LSB Industries, Inc. (NYSE:LXU)",NYSE:LXU,Investor Activism,Settled,-,"Engine Capital Management, LLC",-,IQTR253776586
12/27/2013,"OBA Financial Services, Inc.",-,Investor Activism,Successful,-,"Rangeley Capital, LLC",-,IQTR253483128
12/24/2013,Sherritt International Corporation (TSX:S),TSX:S,Investor Activism,Unsuccessful,-,Clarke Inc. (TSX:CKI),-,IQTR266798781
12/23/2013,Triple Energy Limited (ASX:TNP),ASX:TNP,Investor Activism,Unsuccessful,-,Bubbly Water Pty Ltd; ECI International Pty Ltd,-,IQTR278919983
12/20/2013,"Tyson Foods, Inc. (NYSE:TSN)",NYSE:TSN,Investor Activism,Withdrawn,-,The Humane Society of the United States,-,IQTR253307952
12/19/2013,Hubbell Incorporated (NYSE:HUBB),NYSE:HUBB,Investor Activism,Withdrawn,-,"Ancora Advisors, LLC",-,IQTR253188887
12/19/2013,Liberty Resources Limited,-,Investor Activism,Unsuccessful,-,Auto Investment International Limited,-,IQTR278414077
12/18/2013,"Cracker Barrel Old Country Store, Inc. (NasdaqGS:CBRL)",NasdaqGS:CBRL,Investor Activism,Unsuccessful,-,Biglari Holdings Inc. (NYSE:BH.A); Biglari Capital Corp.,-,IQTR253120611
12/17/2013,Glacier Oil & Gas Corp.,-,Investor Activism,Settled,-,"Bristol Capital Advisors, LLC",-,IQTR253085274
12/12/2013,"Ascent Capital Group, Inc. (NasdaqGS:ASCM.A)",NasdaqGS:ASCM.A,Investor Activism,Successful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR252891872
12/11/2013,"Fraternity Community Bancorp, Inc.",-,Investor Activism,Settled,-,Stilwell Value LLC,-,IQTR130999717
12/09/2013,Global Arena Holding Inc. (OTCPK:GAHC),OTCPK:GAHC,Investor Activism,Withdrawn,-,Jia Hui New Climate Investment Ltd.,-,IQTR252720174
12/06/2013,Kearny Financial Corp. (NasdaqGS:KRNY),NasdaqGS:KRNY,Investor Activism,Withdrawn,-,Indian Creek Asset Management LLC,-,IQTR252655489
12/06/2013,"Spark Networks, Inc.",-,Investor Activism,Successful,-,"Osmium Partners, LLC",-,IQTR252656202
12/06/2013,Equal Energy Ltd.,-,Investor Activism,Unsuccessful,-,"Montclair Energy, LLC",-,IQTR253033220
12/06/2013,PetroMaroc Corporation,-,Investor Activism,Successful,-,-,-,IQTR311536773
12/05/2013,"Telephone and Data Systems, Inc. (NYSE:TDS)",NYSE:TDS,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR252587407
12/04/2013,iSoftStone Holdings Limited,-,Investor Activism,Unsuccessful,-,"Teng Yue Partners, L.P.",-,IQTR252490161
12/04/2013,"Meru Networks, Inc.",-,Investor Activism,Successful,-,Potomac Capital Management Inc.,-,IQTR254529115
12/03/2013,Unit Corporation (NYSE:UNT),NYSE:UNT,Investor Activism,Withdrawn,-,"New Mountain Capital, LLC",-,IQTR252418397
12/03/2013,America's Suppliers Inc. (OTCPK:AASL),OTCPK:AASL,Investor Activism,Withdrawn,-,"Anasazi Partners, L.P.",-,IQTR252421178
12/03/2013,Abercrombie & Fitch Co. (NYSE:ANF),NYSE:ANF,Investor Activism,Settled,-,"Engaged Capital, LLC",-,IQTR252440384
12/02/2013,Mavenir Systems,-,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR260286718
11/27/2013,"Sevcon, Inc.",-,Investor Activism,Successful,-,"GAMCO Investors, Inc. (NYSE:GBL); Gabelli Funds, LLC; GAMCO Asset Management, Inc.",-,IQTR252184259
11/27/2013,Sonoro Energy Ltd. (TSXV:SNV),TSXV:SNV,Investor Activism,Unsuccessful,-,Amira Industries N.V.,-,IQTR269968056
11/25/2013,Western Asset Inflation Management Fund Inc.,-,Investor Activism,Withdrawn,-,Karpus Management Inc.,-,IQTR252054376
11/25/2013,"Griffin Industrial Realty, Inc. (NasdaqGM:GRIF)",NasdaqGM:GRIF,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR252061795
11/25/2013,"Superior Industries International, Inc. (NYSE:SUP)",NYSE:SUP,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR252061815
11/25/2013,"Walgreens Boots Alliance, Inc. (NasdaqGS:WBA)",NasdaqGS:WBA,Investor Activism,Unsuccessful,-,CtW Investment Group,-,IQTR252627951
11/25/2013,China Zenix Auto International Limited (OTCPK:ZXAI.Y),OTCPK:ZXAI.Y,Investor Activism,Withdrawn,-,Richburg Holdings Limited,-,IQTR268748883
11/21/2013,"Hologic, Inc. (NasdaqGS:HOLX)",NasdaqGS:HOLX,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR251985210
11/21/2013,"ARO Liquidation, Inc.",-,Investor Activism,Withdrawn,-,"Crescendo Partners, L.P.",-,IQTR252405053
11/20/2013,Cadus Corporation,-,Investor Activism,Unsuccessful,-,"Farpoint Capital Management, LLC",-,IQTR251877013
11/20/2013,Ocean Shore Holding Co.,-,Investor Activism,Withdrawn,-,"Rangeley Capital, LLC",-,IQTR251889936
11/19/2013,Alliance Bancorp Inc of Pennsylvania,-,Investor Activism,Settled,-,"PL Capital Advisors, LLC",-,IQTR251819996
11/19/2013,"ARO Liquidation, Inc.",-,Investor Activism,Withdrawn,-,"Hirzel Capital Management, L.L.C.",-,IQTR252449512
11/18/2013,Donegal Group Inc. (NasdaqGS:DGIC.B),NasdaqGS:DGIC.B,Investor Activism,Unsuccessful,-,-,-,IQTR261664370
11/14/2013,Compuware Corporation,-,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR250732838
11/11/2013,Equity Financial Holdings Inc.,-,Investor Activism,Settled,-,Smoothwater Capital Corporation,-,IQTR269794549
11/08/2013,"Riverbed Technology, Inc.",-,Investor Activism,Successful,-,Elliott Management Corporation,-,IQTR250039239
11/08/2013,Majestic Gold Corp. (TSXV:MJS),TSXV:MJS,Investor Activism,Successful,-,-,-,IQTR270222798
11/07/2013,"Tailored Brands, Inc. (NYSE:TLRD)",NYSE:TLRD,Investor Activism,Settled,-,"Eminence Capital, LP",-,IQTR249976251
11/04/2013,Calgon Carbon Corporation,-,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR249715782
11/04/2013,Volcano Corporation,-,Investor Activism,Successful,-,"Engaged Capital, LLC",-,IQTR249880744
11/04/2013,CONMED Corporation (NasdaqGS:CNMD),NasdaqGS:CNMD,Investor Activism,Unsuccessful,-,"Voce Capital Management, LLC",-,IQTR250489840
11/04/2013,Jaguar Mining Inc. (TSX:JAG),TSX:JAG,Investor Activism,Withdrawn,-,Revere Partners Investment Adviser LLC,-,IQTR250492690
11/01/2013,"Solitron Devices, Inc. (OTCPK:SODI)",OTCPK:SODI,Investor Activism,Withdrawn,-,Groveland Capital LLC,-,IQTR249361547
11/01/2013,"Lee Enterprises, Incorporated (NYSE:LEE)",NYSE:LEE,Investor Activism,Withdrawn,-,Lonestar Capital Management LLC,-,IQTR249892633
10/31/2013,"Poage Bankshares, Inc.",-,Investor Activism,Withdrawn,-,"Maltese Capital Management, LLC",-,IQTR249279556
10/31/2013,"Fidelity National Financial, Inc. (NYSE:FNF)",NYSE:FNF,Investor Activism,Withdrawn,-,Corvex Management LP,-,IQTR252772107
10/30/2013,EVINE Live Inc. (NasdaqGS:EVLV),NasdaqGS:EVLV,Investor Activism,Successful,-,"Clinton Group, Inc",-,IQTR249185922
10/30/2013,"Mondelez International, Inc. (NasdaqGS:MDLZ)",NasdaqGS:MDLZ,Investor Activism,Successful,-,"Trian Fund Management, L.P.",-,IQTR249234984
10/29/2013,"Qorvo US, Inc.",-,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR249096666
10/29/2013,"ARIAD Pharmaceuticals, Inc.",-,Investor Activism,Settled,-,Sarissa Capital Management,-,IQTR249110333
10/28/2013,"Tivity Health, Inc. (NasdaqGS:TVTY)",NasdaqGS:TVTY,Investor Activism,Settled,-,"North Tide Capital, LLC",-,IQTR252356518
10/25/2013,Lindsay Corporation (NYSE:LNN),NYSE:LNN,Investor Activism,Withdrawn,-,"Kerrisdale Advisers, LLC",-,IQTR249023959
10/25/2013,Alberta Oilsands Inc.,-,Investor Activism,Unsuccessful,-,-,-,IQTR269460733
10/24/2013,Sotheby's (NYSE:BID),NYSE:BID,Investor Activism,Withdrawn,-,"Marcato Capital Management, LLC",-,IQTR249108001
10/22/2013,Wausau Paper Corp.,-,Investor Activism,Settled,-,Starboard Value LP,-,IQTR248703682
10/21/2013,"QEP Resources, Inc. (NYSE:QEP)",NYSE:QEP,Investor Activism,Successful,-,JANA Partners LLC,-,IQTR248646764
10/21/2013,Renegade Petroleum Ltd,-,Investor Activism,Withdrawn,-,FrontFour Capital Group LLC,-,IQTR266861805
10/17/2013,Callon Petroleum Company (NYSE:CPE),NYSE:CPE,Investor Activism,Settled,-,Lone Star Value Management LLC,-,IQTR253308751
10/16/2013,Morgans Hotel Group Co.,-,Investor Activism,Settled,-,"The Yucaipa Companies, LLC",-,IQTR248425570
10/15/2013,"Xenoport, Inc.",-,Investor Activism,Unsuccessful,-,"Clinton Group, Inc",-,IQTR248366837
10/15/2013,"GlyEco, Inc. (OTCPK:GLYE)",OTCPK:GLYE,Investor Activism,Successful,-,"Wynnefield Capital, Inc.",-,IQTR248376501
10/15/2013,EMCORE Corporation (NasdaqGM:EMKR),NasdaqGM:EMKR,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR248377000
10/15/2013,"Crumbs Bake Shop, Inc. (OTCPK:CRMB.Q)",OTCPK:CRMB.Q,Investor Activism,Withdrawn,-,Cannell Capital LLC,-,IQTR249013681
10/15/2013,Hudson Valley Holding Corp.,-,Investor Activism,Successful,-,"Basswood Capital Management, L.L.C.",-,IQTR262531630
10/11/2013,"Strategic Realty Trust, Inc.",-,Investor Activism,Settled,-,"Thompson National Properties, LLC",-,IQTR248219485
10/10/2013,"Darden Restaurants, Inc. (NYSE:DRI)",NYSE:DRI,Investor Activism,Successful,-,"Barington Capital Group, L.P.",-,IQTR248118302
10/10/2013,"Edgewater Technology, Inc.",-,Investor Activism,Withdrawn,-,-,-,IQTR248126984
