Artist Alpha Sort,Artist Begin Date,Artist Display Bio,Artist Display Name,Artist End Date,Artist Nationality,Artist Prefix,Artist Role,Symbolic Value KPI,Legality KPI ,Preservation KPI Materials,totalKPIs,Materials Classifying - Preservation KPI,If Null,CaseTotalKPI,Risk Assessment - Preservation KPI,City,Classification,Country,County,Credit Line,Culture,Department,Dimensions,Dynasty,Excavation,F45,F46,F47,F48,F49,Geography Type,Is Highlight,Is Public Domain,Link Resource,Locale,Locus,Medium,Metadata Date,Number of Records,Object Begin Date,Object Date,Object End Date,Object ID,ObjectName,ObjectNumber,Period,Portfolio,Region,Reign,Repository,Rights and Reproduction,Risk Assessment - Preservation KPI Part 2,River,State,Subregion,Tags,Title
"Weston, Edward|Weston, Brett|Weston, Cole",1886      |1911      |1919,"American, Highland Park, Illinois 1886–1958 Carmel, California|American, Los Angeles, California 1911–1993 Kona, Hawaii|American, 1919–2003",Edward Weston|Brett Weston|Cole Weston,1958      |1993      |2003,American|American|American,,Artist|Printer|Printer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"David Hunter McAlpin Fund, 1957",,Photographs,19.0 x 23.8 cm. (7  1/2  x 9  3/8  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/269924,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1930,"1930, printed ca. 1954",1930,269924,Photograph,57.519.31,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,Plants,"Seaweed, Carmel"
"Alvarez Bravo, Manuel",1902,"Mexican, 1902–2002",Manuel Alvarez Bravo,2002,Mexican,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Ford Motor Company Collection, Gift of Ford Motor Company and John C. Waddell, 1987",,Photographs,18.8 x 24.5 cm (7 3/8 x 9 5/8 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/265454,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1934,"1934, printed ca. 1976",1934,265454,Photograph,1987.1100.390,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York / ADAGP, Paris",0,,,,Men|Death,Obrero en huelga asesinado
"Fuss, Adam",1961,"British, born 1961",Adam Fuss,1961,British,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1995",,Photographs,"94 x 114.3cm (37 x 45in.)
Frame: 105.4 _ 124.5 cm (41 1/2 _ 49 in.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/267259,,,Silver dye bleach print,4/1/2019 8:00:02 AM,1,1995,1995,1995,267259,Photograph,1995.364,,,,,"Metropolitan Museum of Art, New York, NY",© Adam Fuss,0,,,,,Untitled [Sainte-Genevieve]
"McCollum, Allan",1944,"American, born Los Angeles, California, 1944",Allan McCollum,9999,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1992",,Photographs,Frame: 45 _ 52 in. (114.3 _ 132.1 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/266648,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1982,1982–89,1989,266648,Photograph,1992.5005,,,,,"Metropolitan Museum of Art, New York, NY",© Allan McCollum,0,,,,nonrepresentational art,"Perpetual Photo, #209 B"
"Laughlin, Clarence John",1905,"American, 1905–1985",Clarence John Laughlin,1985,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"David Hunter McAlpin Fund, 1948",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/269210,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1941,1941,1941,269210,Photograph,48.116.7,,,,,"Metropolitan Museum of Art, New York, NY",© Copyright The Historic New Orleans Collection. Neg. acc. no. 1983.47.1.2756.,0,,,,Women,The Unborn
"Baum, Erica",1961,"American, born New York, 1961",Erica Baum,2061,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel, 2015",,Photographs,"Image: 9 _ 9 in. (22.9 _ 22.9 cm)
Sheet: 22 _ 17 in. (55.9 _ 43.2 cm)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/681572,,,Inkjet print,4/1/2019 8:00:02 AM,1,2009,2009,2009,681572,Photograph,2015.411,,,,,"Metropolitan Museum of Art, New York, NY",© Erica Baum,0,,,,Documents,Slips
"Lynes, George Platt",1907,"American, East Orange, New Jersey 1907–1955 New York",George Platt Lynes,1955,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Lincoln Kirstein, 1970",,Photographs,34.8 x 27.0 cm. (13  11/16  x 10  5/8  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/259711,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1936,ca. 1937,1938,259711,Photograph,1970.565.20,,,,,"Metropolitan Museum of Art, New York, NY",© Estate of George Platt Lynes,0,,,,,Janet Flanner
"Lynes, George Platt",1907,"American, East Orange, New Jersey 1907–1955 New York",George Platt Lynes,1955,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Lincoln Kirstein, 1970",,Photographs,33.6 x 26.5 cm. (13  1/4  x 10  7/16  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/259713,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1930,1930s–40s,1949,259713,Photograph,1970.565.22,,,,,"Metropolitan Museum of Art, New York, NY",© Estate of George Platt Lynes,0,,,,Women,[Woman Leaning on Sill: Dress Designer]
"Lynes, George Platt",1907,"American, East Orange, New Jersey 1907–1955 New York",George Platt Lynes,1955,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Lincoln Kirstein, 1970",,Photographs,24.3 x 19.6 cm. (9  9/16  x 7  3/4  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/259718,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1930,1930s–40s,1949,259718,Photograph,1970.565.7,,,,,"Metropolitan Museum of Art, New York, NY",© Estate of George Platt Lynes,0,,,,Men|Beds,Alexander Jensen Yow
"Levinstein, Leon",1910,"American, Buckhannon, West Virginia 1910–1988 New York",Leon Levinstein,1988,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Gary Davis, 2007",,Photographs,Image: 35.5 x 25.4 cm (14 x 10 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/288945,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1950,1950s–60s,1969,288945,Photograph,2007.467.3,,,,,"Metropolitan Museum of Art, New York, NY",© Howard Greenberg Gallery,0,,,,Hands|Men,"[Man Gesturing with Hand above Crowd, Speakers' Corner, Hyde Park, London]"
"Levinstein, Leon",1910,"American, Buckhannon, West Virginia 1910–1988 New York",Leon Levinstein,1988,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Gary Davis, 2008",,Photographs,Image: 35 x 26.2 cm (13 3/4 x 10 5/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/289743,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1972,1972,1972,289743,Photograph,2008.664.22,,,,,"Metropolitan Museum of Art, New York, NY",© Howard Greenberg Gallery,0,,,,Men,"[Street Scene: Young Man Leaning against Shopfront Window, New York City?]"
"Levinstein, Leon",1910,"American, Buckhannon, West Virginia 1910–1988 New York",Leon Levinstein,1988,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Gary Davis, 2009",,Photographs,Image: 35.5 x 28.1 cm (14 x 11 1/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/291718,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1960,1960s,1969,291718,Photograph,2009.483.20,,,,,"Metropolitan Museum of Art, New York, NY",© Howard Greenberg Gallery,0,,,,Women,"[Beach Scene: Woman in Bikini Cuddling Baby, Coney Island, New York]"
"Capa, Robert",1913,"American (born Hungary), Budapest 1913–1954 Thai Binh",Robert Capa,1954,"American, born Hungary",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Cornell Capa, 1972",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/260711,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1938,1938,1938,260711,Photograph,1972.747.16,,,,,"Metropolitan Museum of Art, New York, NY",© International Center of Photography / Magnum Photos,0,,,,Railway Stations|Railways|Trains,"Departure of Chaing Kai-shek's German military advisors. Hankow, July 5"
"Breed, Charles Henry",1876,"American, 1876–1950",Charles Henry Breed,1950,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Jack T. Lubiner and Clare M. Lubiner, 1985",,Photographs,5.8 x 8.9 cm. (2  1/4  x 3  1/2  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/264388,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1938,ca. 1940,1942,264388,Photograph,1985.1142.3,,,,,"Metropolitan Museum of Art, New York, NY",© Jack T. Lubiner,0,,,,Lakes|Landscapes,"[Lake Charles and Lake Ozark Ripley, Louisiana from the Air]"
"Welling, James",1951,"American, born 1951",James Welling,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel, and Alfred Stieglitz Society Gifts, 2009",,Photographs,"Sheet: 12.1 x 9.8 cm (4 3/4 x 3 7/8 in.)
Mount: 35.6 x 27.9 cm (14 x 11 in.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/291323,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1980,1980,1980,291323,Photograph,2009.144.10,,,,,"Metropolitan Museum of Art, New York, NY",© James Welling,0,,,,,Cascade
"Welling, James",1951,"American, born 1951",James Welling,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, 2009",,Photographs,Sheet: 10.8 x 8.9 cm (4 1/4 x 3 1/2 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/291352,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1979,1979,1979,291352,Photograph,2009.144.39,,,,,"Metropolitan Museum of Art, New York, NY",© James Welling,0,,,,Self-portraits,Self-Portrait
"Bustamante, Jean-Marc",1952,"French, born 1952",Jean-Marc Bustamante,,French,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 2000",,Photographs,"101.6 x 129.5cm (40 x 51in.)
Frame: 111.8 _ 138.4 cm (44 _ 54 1/2 in.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/284118,,,Silver dye bleach print,4/1/2019 8:00:02 AM,1,1979,"1979, printed 2000",1979,284118,Photograph,2000.493.1,,,,,"Metropolitan Museum of Art, New York, NY",© Jean-Marc Bustamante,0,,,,,Tableau (T9.79)
"Simmons, Laurie",1949,"American, born 1949",Laurie Simmons,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Steven and Ann Ames Gift, 2004",,Photographs,Image: 8.9 x 12.7 cm (3 1/2 x 5 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/285416,,,Silver dye bleach print,4/1/2019 8:00:02 AM,1,1979,1979,1979,285416,Photograph,2004.247,,,,,"Metropolitan Museum of Art, New York, NY",© Laurie Simmons,0,,,,Bathrooms|Women|Swans,First Bathroom/Woman Standing
"Davey, Moyra",1958,"American, born Toronto, Canada, 1958",Moyra Davey,1958,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Anonymous Gift, 2008",,Photographs,30.5 x 43.2 cm (12 x 17 in.) each or smaller,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/288939,,,Chromogenic print,4/1/2019 8:00:02 AM,1,2007,2007,2007,288939,Photographs,2008.106a–s,,,,,"Metropolitan Museum of Art, New York, NY",© Moyra Davey,0,,,,,Bloom
"Nixon, Nicholas",1947,"American, born 1947",Nicholas Nixon,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Jill Quasha, 1980",,Photographs,20.3 x 25.4 cm (8 x 10 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/286743,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1977,1977,1977,286743,Photograph,2004.542.2,,,,,"Metropolitan Museum of Art, New York, NY",© Nicholas Nixon,0,,,,,"The Brown Sisters, Cambridge, Massachusetts"
"Adams, Ansel Easton",1902,"American, San Francisco, California 1902–1984 Carmel, California",Ansel Easton Adams,1984,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Ansel and Virginia Adams, 1979",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262561,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1946,"ca. 1948, printed 1974",1950,262561,Photograph,1979.585.22,,,,,"Metropolitan Museum of Art, New York, NY",© Photograph by Ansel Adams. Used with permission of the Trustees of The Ansel Adams Publishing Rights Trust. All Rights Reserved.,0,,,,Bodies of Water|Landscapes|Clouds|Rain,"Rain, Beartrack Cove, Alaska"
"Adams, Ansel Easton",1902,"American, San Francisco, California 1902–1984 Carmel, California",Ansel Easton Adams,1984,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Ansel and Virginia Adams, 1979",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262579,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1956,"1956, printed 1974",1956,262579,Photograph,1979.585.39,,,,,"Metropolitan Museum of Art, New York, NY",© Photograph by Ansel Adams. Used with permission of the Trustees of The Ansel Adams Publishing Rights Trust. All Rights Reserved.,0,,,,Funerary Monuments|Buddhism|Rainbows,"Buddhist Grave Markers and Rainbow, Paia, Maui, Hawaii"
"Mayne, Roger",1929,"British, Cambridge 1929–2014",Roger Mayne,2014,British,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1990",,Photographs,49.3 x 36.7 cm (19 7/16 x 14 7/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/266242,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1957,1957,1957,266242,Photograph,1990.1050.1,,,,,"Metropolitan Museum of Art, New York, NY",© Roger Mayne Archive,0,,,,,"Children, Leeds"
"Shore, Stephen",1947,"American, born 1947",Stephen Shore,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Robert Wood Johnson Jr. Charitable Trust and Lila Acheson Wallace Gifts, 1978",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262432,,,Chromogenic print,4/1/2019 8:00:02 AM,1,1977,1977,1977,262432,Photograph,1978.668.62,,,,,"Metropolitan Museum of Art, New York, NY",© Stephen Shore,0,,,,,Giverny
"Shore, Stephen",1947,"American, born 1947",Stephen Shore,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Museum Accession, 1969",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/271567,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1969,1969,1969,271567,Photograph,69.719,,,,,"Metropolitan Museum of Art, New York, NY",© Stephen Shore,0,,,,Men|Cars,Fred Shore
"Shore, Stephen|Wright, Kylie|Laumont Studio",1947,"American, born 1947",Stephen Shore|Kylie Wright|Laumont Studio,,American,,Artist|Printer|Printer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Stewart Waltzer, in memory of Mildred Grand, 2011",,Photographs,"Sheet: 50.8 x 61 cm (20 x 24 in.)
Image: 40.6 x 50.8 cm (16 x 20 in.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/299354,,,Chromogenic print,4/1/2019 8:00:02 AM,1,2001,"2001, printed 2004",2001,299354,Photograph,2011.552.4,,,,,"Metropolitan Museum of Art, New York, NY",© Stephen Shore,0,,,,,Hudson Valley Renegades 4: Portrait
"Shore, Stephen",1947,"American, born 1947",Stephen Shore,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Weston J. Naef, 1974",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/307083,,,Chromogenic print,4/1/2019 8:00:02 AM,1,1972,30-Jun-72,1972,307083,Photograph,1974.602.81,,,,,"Metropolitan Museum of Art, New York, NY",© Stephen Shore,0,,,,Food|Utilitarian Objects|Cutlery|Dishes|Drinking Glasses,"Grand Canyon, New Mexico"
"Shore, Stephen",1947,"American, born 1947",Stephen Shore,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Weston J. Naef, 1974",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/307088,,,Chromogenic print,4/1/2019 8:00:02 AM,1,1972,08-Jul-72,1972,307088,Photograph,1974.602.123,,,,,"Metropolitan Museum of Art, New York, NY",© Stephen Shore,0,,,,,"Granite, Oklahoma"
"Shore, Stephen",1947,"American, born 1947",Stephen Shore,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Weston J. Naef, 1974",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/307093,,,Chromogenic print,4/1/2019 8:00:02 AM,1,1972,Sep-72,1972,307093,Photograph,1974.602.186,,,,,"Metropolitan Museum of Art, New York, NY",© Stephen Shore,0,,,,Beds,"Dayton, Ohio"
"Marcuse, Tanya",1964,"American, born 1964",Tanya Marcuse,,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, 2003",,Photographs,Image: 12.1 x 9.5 cm (4 3/4 x 3 3/4 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/285173,,,Platinum-palladium print,4/1/2019 8:00:02 AM,1,2002,2002–2003,2003,285173,Photograph,2003.364.4,,,,,"Metropolitan Museum of Art, New York, NY",© Tanya Marcuse,0,,,,,"Wire and Muslin Bustle, Museum of the Fashion Institute of Technology, New York"
"Kertész, André|Bakht, Igor",1894,"American (born Hungary), Budapest 1894–1985 New York",André Kertész|Igor Bakht,1985,"American, born Hungary",,Artist|Printer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Harriette and Noel Levine, 1981",,Photographs,24.7 x 16.5 cm. (9  3/4  x 6  1/2  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262970,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1937,"1937, printed ca. 1978",1937,262970,Photograph,1981.1112.25,,,,,"Metropolitan Museum of Art, New York, NY",© The Estate of André Kertész / Higher Pictures,0,,,,Buildings|Sky|Clouds,"Rockefeller Center, New York"
"Callahan, Harry",1912,"American, Detroit, Michigan 1912–1999 Atlanta, Georgia",Harry Callahan,1999,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1971",,Photographs,27.0 x 11.0 cm (10 5/8 x 4 5/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/259953,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1941,1941,1941,259953,Photograph,1971.616.13a–c,,,,,"Metropolitan Museum of Art, New York, NY","© The Estate of Harry Callahan; Courtesy Pace/MacGill Gallery, New York",0,,,,Buildings|Men,"Highland Park, Michigan"
"Cunningham, Imogen",1883,"American, Portland, Oregon 1883–1976 San Francisco, California",Imogen Cunningham,1976,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Rogers Fund, 1970",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/259689,,,Platinum print,4/1/2019 8:00:02 AM,1,1910,1910,1910,259689,Photograph,1970.557,,,,,"Metropolitan Museum of Art, New York, NY",© The Imogen Cunningham Trust,0,,,,Portraits|Women,Clare Shepard
"Penn, Irving",1917,"American, Plainfield, New Jersey 1917–2009 New York",Irving Penn,2009,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,Loan from The Irving Penn Foundation,,Photographs,"Image:  19 7/16 x 14 3/8 in. (49.4 x 36.5 cm.)
Sheet: 23 15/16 x 20 1/16 in. (60.8 x 50.9 cm.)
Mount: 25 x 20 1/16 in. (63.5 x 50.9 cm.)
Overall: 25 x 20 1/16 in. (63.5 x 50.9 cm.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/714831,,,Platinum-palladium-iridium print,4/1/2019 8:00:02 AM,1,1950,"1950, printed January–March 1970",1950,714831,Photograph,SL.12.2017.1.190,,,,,"Metropolitan Museum of Art, New York, NY",© The Irving Penn Foundation,0,,,,,"Pâtissiers [Pastry Chefs], Paris"
"Model, Lisette",1901,"American, born Austria, 1901–1983",Lisette Model,1983,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Alfred Stieglitz Society Gifts, 2019",,Photographs,"Image: 11 5/16 _ 9 1/8 in. (28.8 _ 23.2 cm)
Mount: 11 3/4 in. _ 10 1/16 in. (29.8 _ 25.5 cm)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/818067,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1929,ca. 1934,1939,818067,Photograph,2019.32,,,,,"Metropolitan Museum of Art, New York, NY","© The Lisette Model Foundation, Inc.",0,,,,,Famous Gambler
"Evans, Walker",1903,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",Walker Evans,1975,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Arnold H. Crane, 1971",,Photographs,9.4 x 5.7 cm (3 11/16 x 2 1/4 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/259992,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1928,1928–30,1930,259992,Photograph,1971.646.33,,,,,"Metropolitan Museum of Art, New York, NY","© Walker Evans Archive, The Metropolitan Museum of Art",0,,,,Architecture|Buildings,"Architectural Study, New York"
