"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository","Tags"
"1988.1149.6","False","False","358586","Drawings and Prints","Book","Réincarnation du Père Ubu","","","","","","Publisher|Artist|Printer","Published by|Printed by","Ambroise Vollard|Georges Rouault|Henri Jourde","French, 1866–1939|French, Paris 1871–1958 Paris",", Paris","Vollard, Ambroise|Rouault, Georges|Jourde, Henri","French|French|French","1866      |1871      ","1939      |1958      ","1932","1932","1932","Wood engraving","sheet: 17 x 26 1/4 in. (43.2 x 66.7 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1988","","","","","","","","","","","","Books","© 2019 Artists Rights Society (ARS), New York","http://www.metmuseum.org/art/collection/search/358586","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Human Figures"
"47.90.2","False","True","358733","Drawings and Prints","Print","Bather Standing Among Grasses at the Shore","","","","","","Artist","","Camille Pissarro","French, Charlotte Amalie, Saint Thomas 1830–1903 Paris","","Pissarro, Camille","French","1830      ","1903      ","ca. 1894","1889","1899","Monotype in brown/black ink on light blue laid paper","sheet: 6 5/8 x 8 1/4 in. (16.8 x 20.9 cm)
plate: 4 15/16 x 6 7/8 in. (12.6 x 17.4 cm)","Harris Brisbane Dick Fund, 1947","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/358733","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Human Figures|Plants"
"21.36.40bis","False","False","359026","Drawings and Prints","Book","Zederyke Zinnebeelden der Tonge...","","","","","","Author|Publisher","Written by|Published by","Mattheus Brouërius van Niedek|Johannes Oosterwyk & Hendrik van de Gaete","active early 18th century",", Amsterdam","Niedek, Mattheus Brouërius van|Oosterwyk, Johannes & Gaete Hendrik van de","Dutch|Dutch","0018      ","0018      ","1716","1716","1716","","","Rogers Fund, transferred from the Library, 1921","","","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/359026","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"57.650.623(7)","False","False","359126","Drawings and Prints","Print","The Granary of Abundance","","","","","L'Association Mensuelle no. 7","Artist|Artist|Publisher","Published by","J. J. Grandville|Auguste Raffet|Charles Philipon","French, Nancy 1803–1847 Vanves|French, Paris 1804–1860 Gênes|French, Lyons 1800–1862 Paris","","Grandville, J. J.|Raffet, Auguste|Philipon, Charles","French|French|French","1803      |1804      |1800      ","1847      |1860      |1862      ","February 1833","1833","1833","Lithograph on chine collé","sheet: 14 5/8 x 20 1/16 in. (37.1 x 51 cm)
image: 10 13/16 x 15 11/16 in. (27.4 x 39.8 cm)","Bequest of Edwin De T. Bechtel, 1957","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/359126","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"1976.536.33","False","False","359306","Drawings and Prints","Drawing","Pine Cone Ladle","","","","","","Artist","","Rockwell Kent","American, Tarrytown, New York 1882–1971 Plattsburgh, New York","","Kent, Rockwell","American","1882      ","1971      ","1935","1935","1935","Gouache and ink","mount: 11 1/8 x 9 11/16 in. (28.2 x 24.6 cm)","Purchase, Leon Lowenstein Foundation Inc. Gift, 1976","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/359306","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Ladles"
"60.609.53","False","False","359369","Drawings and Prints","Book","Toilet Sets","","","","","","Author","","Unger Brothers","1872–1919",", Newark, NJ","Unger Brothers","","1872      ","1919      ","1903","1903","1903","Illustrations: commercial photographic process and wood engraving","10 1/4 x 6 3/4 in. (26 x 17.2 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960","","","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/359369","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"1979.571.39","False","False","359519","Drawings and Prints","Book","George Cruikshank's Omnibus","","","","","","Artist|Publisher|Author|Printer|Engraver|Engraver","After","George Cruikshank|George Bell & Sons|Samuel Laman Blanchard|Chiswick Press|Charles Eden Wagstaff|Thomas Williams","British, London 1792–1878 London|London|British, 1804–1845|British, London|British, active 1798–1850|British, Colchester 1798–1862 after","","Cruikshank, George|Bell, George & Sons|Blanchard, Laman|Chiswick Press|Wagstaff, Charles Eden|Williams, Thomas","British|British|British|British|British|British","1792      |1800      |1804      |1798      |1798      ","1878      |2100      |1845      |1850      |1862      ","1885","1885","1885","Illustrations: steel engraving printed in brown ink and wood engraving","11 1/2 x 8 1/4 x 1 1/4 in. (29.2 x 21 x 3.2 cm)","Gift of Lincoln Kirstein, 1979","","","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/359519","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"X.685.1","False","False","359621","Drawings and Prints","Book","Annales du Musee et de l'Ecole Moderne des Beaux-Arts,  recueil de gravures au trait, d'après les principaux ouvrages de peinture, sculpture ou projets d'architecture, qui, chaque année, ont remporté le prix, soit aux écoles spéciales, soit aux concours nationaux ; les productions des artistes en tous genres, qui, aux différentes expositions, ont été citées avec éloges ; les morceaux les plus estimés de la galerie de peinture ; la suite complète de celle des antiques ; édifices publics, etc., vol. 1","","","","","","Publisher|Publisher","","Didot, le Jeune|C. Landon","","","Didot le Jeune|Landon, C.","French|French","","","1801","1801","1801","","","Museum Accession","","","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/359621","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"1995.107","False","True","359632","Drawings and Prints","Print","The Old Cock","","","","","","Artist","","Félix Bracquemond","French, Paris 1833–1914 Sèvres","","Bracquemond, Félix","French","1833      ","1914      ","1882","1882","1882","Etching","Overall: 11 x 9 13/16 in. (28 x 24.9 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1995","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/359632","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Roosters"
"59.533.325","False","False","359774","Drawings and Prints","Print","La Place des Victoires à Paris","","","","","","Etcher|Artist|Publisher","Aquatint by","Samuel Alken|Thomas Rowlandson|Samuel Alken","British, London 1756–1815|British, London 1757–1827 London|British, London 1756–1815","","Alken, Samuel|Rowlandson, Thomas|Alken, Samuel","British|British|British","1756      |1757      |1756      ","1815      |1827      |1815      ","November 1789","1789","1789","Hand-colored etching and aquatint","sheet (trimmed to image): 13 3/4 x 20 11/16 in. (35 x 52.5 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/359774","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"27.3","False","True","359896","Drawings and Prints","Print","Adoration of the Shepherds:  A Night Piece","","","","","","Artist","","Rembrandt (Rembrandt van Rijn)","Dutch, Leiden 1606–1669 Amsterdam","","Rembrandt (Rembrandt van Rijn)","Dutch","1606      ","1669      ","ca. 1657","1652","1662","Etching, fifth state","Plate: 5 3/4 x 7 11/16 in. (14.6 x 19.5 cm)
Sheet: 5 7/8 × 7 13/16 in. (15 × 19.8 cm)
Frame: 21 × 16 in. (53.3 × 40.6 cm)","Gift of Miss Ellen Bullard, 1927","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/359896","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Adoration of the Shepherds"
"53.600.566","False","True","359909","Drawings and Prints","Print","An Academy by Lamplight","","","","","","Artist|Publisher|Engraver","After|Published London by","Joseph Wright (Wright of Derby)|William Pether|William Pether","British, Derby 1734–1797 Derby|British, Carlisle ca. 1738–1821 Bristol|British, Carlisle ca. 1738–1821 Bristol","","Wright, Joseph (Wright of Derby)|Pether, William|Pether, William","British|British|British","1734      |1733      |1733      ","1797      |1821      |1821      ","February 20, 1772","1772","1772","Mezzotint; second state of two","plate: 22 7/8 x 17 7/8 in. (58.1 x 45.4 cm)
sheet: 23 x 18 1/8 in. (58.4 x 46 cm)","Harris Brisbane Dick Fund, 1953","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/359909","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Painting|Men|Women"
"62.570.19","False","False","360038","Drawings and Prints","Print","Stage Design for the Last Scene of Gaspare Spontini's Opera, "Olympia"","","","","","","Artist|Artist","after","Friedrich Jügel|Karl Friedrich Schinkel","German, Remagen 1772–1833 Berlin|German, Neuruppin 1781–1841 Berlin","","Jügel, Friedrich|Schinkel, Karl Friedrich","German|German","1772      |1781      ","1833      |1841      ","1821","1821","1821","Color lithograph, partially hand-colored with brush and wash","","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/360038","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"29.44.20","False","True","360249","Drawings and Prints","Print","Allegory of the Power of Love, with a man at center embracing a semi-naked woman, who is bound to a tree by Cupid","","","","","","Artist","","Cristofano di Michele Martini (Il Robetta)","Italian, Florence 1462–after 1535 Florence","","Martini, Cristofano di Michele called "Il Robetta"","Italian","1462      ","1535      ","1480–1535","1480","1535","Engraving in brown ink","Sheet: 11 13/16 × 11 1/8 in. (30 × 28.3 cm)","Anonymous Gift, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/360249","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Love|Male Nudes|Female Nudes|Putti"
"66.553.9","False","True","360404","Drawings and Prints","Print","Pietà with Angels in Front of the Cross","","","","","","Engraver|Artist|Publisher","After","Nicolas Beatrizet|Michelangelo Buonarroti|Antonio Lafreri","French, Lunéville 1515–ca. 1566 Rome (?)|Italian, Caprese 1475–1564 Rome|French, Orgelet, Franche-Comte ca. 1512–1577 Rome","","Beatrizet, Nicolas|Michelangelo Buonarroti|Lafreri, Antonio","French|Italian|French","1515      |1475      |1507      ","1566      |1564      |1577      ","1547","1547","1547","Engraving; second state of two","Plate: 14 3/4 x 10 5/16 in. (37.5 x 26.2 cm)
Sheet: 16 1/8 x 11 7/8 in. (41 x 30.1 cm)","Rogers Fund, 1966","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/360404","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Sculpture|Columns|Men|Women|Angels"
"49.92.22","False","True","360472","Drawings and Prints","Drawing","St. Peter's, attic, window, elevation (recto) St. Peter's, apse, plan; window, cornice, elevation profile; arch frame, elevation profile (verso)","","","","","","Draftsman","Drawn by","Anonymous, French, 16th century","","","Anonymous, French, 16th century","French","1500      ","1600      ","early to mid-16th century ","1500","1560","Dark brown ink, black chalk, and incised lines","sheet: 23 5/16 x 16 15/16 in. (59.2 x 43.1 cm)","Gift of Janos Scholz and Anne Bigelow Scholz, in memory of Flying Officer Walter Bigelow Rosen, RCAF, 1949
","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/360472","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"20.81.1.76","False","False","360934","Drawings and Prints","Print","The Wolf and the Statue (from, John Ogilby, Aesop's Fables)","","","","","illustration to John Ogilby's 'The Fables of Æsop Paraphras'd in Verse: Adorned with Sculpture and Illustrated with Annotations', London, 1665","Subject|Author|Artist","Related author","Aesop|John Ogilby|Wenceslaus Hollar","Greek, ca. 620–560 B.C.|British, Forfarshire 1600–1676 London|Bohemian, Prague 1607–1677 London","","Aesop|Ogilby, John|Hollar, Wenceslaus","Bohemian","-0620     |1600      |1607      ","-0560     |1676      |1677      ","1625–77","1625","1677","Etching; only state","Sheet: 8 13/16 × 6 9/16 in. (22.4 × 16.6 cm) cut outside borderline but within platemark","Rogers Fund, 1920","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/360934","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"20.81.2.103","False","False","360945","Drawings and Prints","Print","Prospect of Newark","","","","","Illustration to Robert Thoroton's 'The Antiquities of Nottinghamshire' (London, 1677, p.202); after Richard Hall. 1676.","Artist","","Wenceslaus Hollar","Bohemian, Prague 1607–1677 London","","Hollar, Wenceslaus","Bohemian","1607      ","1677      ","1676","1676","1676","Etching; only state","Sheet: 5 9/16 × 11 1/2 in. (14.1 × 29.2 cm)
cut within platemark and window mounted.","Rogers Fund, 1920","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/360945","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"20.81.2.92","False","False","361107","Drawings and Prints","Print","Willebroeck bey Boom, after Brueguel","","","","","","Artist","","Wenceslaus Hollar","Bohemian, Prague 1607–1677 London","","Hollar, Wenceslaus","Bohemian","1607      ","1677      ","[1651]","1651","1651","Etching; second state of two","Plate: 5 11/16 × 8 11/16 in. (14.5 × 22.1 cm)
Sheet: 5 13/16 × 8 13/16 in. (14.8 × 22.4 cm)","Rogers Fund, 1920","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/361107","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"20.81.3.171","False","False","361197","Drawings and Prints","Print","Augustinian Monk","","","","","Illustration to Dugdale's 'The Antiquities of Warwickshire Illustrated' (London: 1656, p.156), the second state also used in the 1730 edition, in Dugdale's 'Monasticon Anglicanum' II in 1661, and in Daniel King's 'The Cathedrall and Conventuall Churches of England and Wales' in 1672, with blanked-out number; second state. c.1656, this state 1661 or 1730.","Artist","","Wenceslaus Hollar","Bohemian, Prague 1607–1677 London","","Hollar, Wenceslaus","Bohemian","1607      ","1677      ","1625–77","1625","1677","Etching; second state of two","Sheet: 9 7/16 × 5 1/2 in. (24 × 14 cm)
trimmed c. 10 mm in height","Rogers Fund, 1920","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/361197","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"20.81.3.195","False","False","361223","Drawings and Prints","Print","Charles de Solier, Sire de Morette","","","","","","Artist|Artist","After","Hans Holbein the Younger|Wenceslaus Hollar","German, Augsburg 1497/98–1543 London|Bohemian, Prague 1607–1677 London","","Holbein, Hans, the Younger|Hollar, Wenceslaus","German|Bohemian","1497      |1607      ","1543      |1677      ","1647","1647","1647","Etching; first state of three (NH)","Sheet: 5 1/4 × 4 1/4 in. (13.3 × 10.8 cm) cut within platemark at top","Rogers Fund, 1920","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/361223","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
